"cty","Name","Fraction_Non-White_in_2010"
"cty27035","Crow Wing County, MN",0.0403
"cty31085","Hayes County, NE",0.0403
"cty19175","Union County, IA",0.0403
"cty50019","Orleans County, VT",0.0401
"cty39065","Hardin County, OH",0.0401
"cty21031","Butler County, KY",0.04
"cty38033","Golden Valley County, ND",0.0399
"cty31003","Antelope County, NE",0.0399
"cty47057","Grainger County, TN",0.0399
"cty55085","Oneida County, WI",0.0399
"cty39071","Highland County, OH",0.0398
"cty29131","Miller County, MO",0.0398
"cty17053","Ford County, IL",0.0398
"cty21011","Bath County, KY",0.0398
"cty39083","Knox County, OH",0.0398
"cty21029","Bullitt County, KY",0.0397
"cty42109","Snyder County, PA",0.0397
"cty29079","Grundy County, MO",0.0397
"cty54045","Logan County, WV",0.0397
"cty31089","Holt County, NE",0.0397
"cty55083","Oconto County, WI",0.0396
"cty21165","Menifee County, KY",0.0396
"cty21053","Clinton County, KY",0.0396
"cty36107","Tioga County, NY",0.0395
"cty21045","Casey County, KY",0.0394
"cty31067","Gage County, NE",0.0394
"cty29179","Reynolds County, MO",0.0393
"cty39175","Wyandot County, OH",0.0393
"cty29039","Cedar County, MO",0.0393
"cty29209","Stone County, MO",0.0393
"cty55023","Crawford County, WI",0.0392
"cty49029","Morgan County, UT",0.0392
"cty55103","Richland County, WI",0.0392
"cty29015","Benton County, MO",0.0391
"cty55095","Polk County, WI",0.0391
"cty38013","Burke County, ND",0.0391
"cty27065","Kanabec County, MN",0.039
"cty05137","Stone County, AR",0.0389
"cty26063","Huron County, MI",0.0389
"cty23017","Oxford County, ME",0.0389
"cty13111","Fannin County, GA",0.0389
"cty39055","Geauga County, OH",0.0388
"cty21039","Carlisle County, KY",0.0388
"cty20105","Lincoln County, KS",0.0386
"cty46051","Grant County, SD",0.0386
"cty20163","Rooks County, KS",0.0386
"cty18069","Huntington County, IN",0.0386
"cty36123","Yates County, NY",0.0385
"cty20117","Marshall County, KS",0.0385
"cty26129","Ogemaw County, MI",0.0384
"cty20089","Jewell County, KS",0.0383
"cty39131","Pike County, OH",0.0383
"cty17149","Pike County, IL",0.0382
"cty29181","Ripley County, MO",0.0381
"cty21193","Perry County, KY",0.038
"cty36097","Schuyler County, NY",0.038
"cty54079","Putnam County, WV",0.038
"cty23009","Hancock County, ME",0.0379
"cty31155","Saunders County, NE",0.0379
"cty51191","Washington County, VA",0.0379
"cty46057","Hamlin County, SD",0.0379
"cty33007","Coos County, NH",0.0379
"cty26071","Iron County, MI",0.0378
"cty33019","Sullivan County, NH",0.0378
"cty21003","Allen County, KY",0.0377
"cty17185","Wabash County, IL",0.0376
"cty29003","Andrew County, MO",0.0376
"cty55043","Grant County, WI",0.0373
"cty18179","Wells County, IN",0.0373
"cty18045","Fountain County, IN",0.0372
"cty31129","Nuckolls County, NE",0.0371
"cty51027","Buchanan County, VA",0.0371
"cty38083","Sheridan County, ND",0.0371
"cty46043","Douglas County, SD",0.037
"cty50021","Rutland County, VT",0.0369
"cty19135","Monroe County, IA",0.0368
"cty29229","Wright County, MO",0.0368
"cty18031","Decatur County, IN",0.0367
"cty19133","Monona County, IA",0.0367
"cty23021","Piscataquis County, ME",0.0366
"cty20183","Smith County, KS",0.0366
"cty29041","Chariton County, MO",0.0366
"cty18041","Fayette County, IN",0.0365
"cty21169","Metcalfe County, KY",0.0365
"cty18159","Tipton County, IN",0.0365
"cty19151","Pocahontas County, IA",0.0365
"cty29115","Linn County, MO",0.0364
"cty29123","Madison County, MO",0.0364
"cty46119","Sully County, SD",0.0364
"cty29085","Hickory County, MO",0.0363
"cty47025","Claiborne County, TN",0.0361
"cty38095","Towner County, ND",0.0361
"cty29055","Crawford County, MO",0.0361
"cty31023","Butler County, NE",0.0361
"cty30039","Granite County, MT",0.0361
"cty21125","Laurel County, KY",0.036
"cty05049","Fulton County, AR",0.0359
"cty50017","Orange County, VT",0.0359
"cty31159","Seward County, NE",0.0357
"cty55075","Marinette County, WI",0.0357
"cty31015","Boyd County, NE",0.0357
"cty42131","Wyoming County, PA",0.0356
"cty39033","Crawford County, OH",0.0356
"cty36041","Hamilton County, NY",0.0356
"cty38011","Bowman County, ND",0.0355
"cty31041","Custer County, NE",0.0355
"cty29157","Perry County, MO",0.0354
"cty17203","Woodford County, IL",0.0354
"cty23013","Knox County, ME",0.0352
"cty13281","Towns County, GA",0.0352
"cty54001","Barbour County, WV",0.0352
"cty55099","Price County, WI",0.0352
"cty21061","Edmonson County, KY",0.0352
"cty18117","Orange County, IN",0.0351
"cty26143","Roscommon County, MI",0.0351
"cty18061","Harrison County, IN",0.0351
"cty42121","Venango County, PA",0.0351
"cty26039","Crawford County, MI",0.0347
"cty38065","Oliver County, ND",0.0347
"cty29207","Stoddard County, MO",0.0346
"cty29223","Wayne County, MO",0.0346
"cty29153","Ozark County, MO",0.0346
"cty19195","Worth County, IA",0.0346
"cty17159","Richland County, IL",0.0345
"cty46115","Spink County, SD",0.0345
"cty26131","Ontonagon County, MI",0.0345
"cty46067","Hutchinson County, SD",0.0345
"cty17069","Hardin County, IL",0.0345
"cty38063","Nelson County, ND",0.0345
"cty26043","Dickinson County, MI",0.0344
"cty18183","Whitley County, IN",0.0344
"cty54009","Brooke County, WV",0.0344
"cty23027","Waldo County, ME",0.0344
"cty39031","Coshocton County, OH",0.0344
"cty31077","Greeley County, NE",0.0343
"cty23025","Somerset County, ME",0.0343
"cty21069","Fleming County, KY",0.0342
"cty19073","Greene County, IA",0.0342
"cty29067","Douglas County, MO",0.0341
"cty54027","Hampshire County, WV",0.0341
"cty18093","Lawrence County, IN",0.0341
"cty55069","Lincoln County, WI",0.0341
"cty39079","Jackson County, OH",0.034
"cty42117","Tioga County, PA",0.0338
"cty30059","Meagher County, MT",0.0338
"cty21121","Knox County, KY",0.0338
"cty19017","Bremer County, IA",0.0337
"cty54065","Morgan County, WV",0.0337
"cty54017","Doddridge County, WV",0.0337
"cty23007","Franklin County, ME",0.0337
"cty50009","Essex County, VT",0.0336
"cty30025","Fallon County, MT",0.0336
"cty39005","Ashland County, OH",0.0336
"cty19027","Carroll County, IA",0.0335
"cty47139","Polk County, TN",0.0335
"cty42099","Perry County, PA",0.0335
"cty21085","Grayson County, KY",0.0334
"cty55011","Buffalo County, WI",0.0333
"cty18129","Posey County, IN",0.0333
"cty39107","Mercer County, OH",0.0333
"cty29173","Ralls County, MO",0.0333
"cty29081","Harrison County, MO",0.0333
"cty54059","Mingo County, WV",0.0333
"cty46105","Perkins County, SD",0.0332
"cty19165","Shelby County, IA",0.0332
"cty19147","Palo Alto County, IA",0.0332
"cty55049","Iowa County, WI",0.0331
"cty20195","Trego County, KS",0.033
"cty54073","Pleasants County, WV",0.033
"cty31093","Howard County, NE",0.033
"cty21091","Hancock County, KY",0.033
"cty46039","Deuel County, SD",0.033
"cty38001","Adams County, ND",0.0329
"cty26007","Alpena County, MI",0.0329
"cty20131","Nemaha County, KS",0.0329
"cty19095","Iowa County, IA",0.0328
"cty38049","McHenry County, ND",0.0328
"cty19077","Guthrie County, IA",0.0328
"cty05075","Lawrence County, AR",0.0326
"cty18137","Ripley County, IN",0.0326
"cty19029","Cass County, IA",0.0325
"cty31133","Pawnee County, NE",0.0325
"cty42015","Bradford County, PA",0.0325
"cty19031","Cedar County, IA",0.0325
"cty19007","Appanoose County, IA",0.0324
"cty19159","Ringgold County, IA",0.0322
"cty46125","Turner County, SD",0.0322
"cty33003","Carroll County, NH",0.0321
"cty47087","Jackson County, TN",0.0319
"cty55107","Rusk County, WI",0.0319
"cty42087","Mifflin County, PA",0.0318
"cty18139","Rush County, IN",0.0318
"cty36049","Lewis County, NY",0.0318
"cty17131","Mercer County, IL",0.0318
"cty17049","Effingham County, IL",0.0317
"cty54083","Randolph County, WV",0.0317
"cty18013","Brown County, IN",0.0316
"cty42031","Clarion County, PA",0.0316
"cty38073","Ransom County, ND",0.0315
"cty31113","Logan County, NE",0.0315
"cty05021","Clay County, AR",0.0315
"cty19097","Jackson County, IA",0.0315
"cty19037","Chickasaw County, IA",0.0314
"cty38023","Divide County, ND",0.0314
"cty18161","Union County, IN",0.0314
"cty21089","Greenup County, KY",0.0314
"cty54097","Upshur County, WV",0.0313
"cty21235","Whitley County, KY",0.0313
"cty46077","Kingsbury County, SD",0.0313
"cty18029","Dearborn County, IN",0.0312
"cty19043","Clayton County, IA",0.0312
"cty31081","Hamilton County, NE",0.0312
"cty20039","Decatur County, KS",0.0311
"cty17189","Washington County, IL",0.031
"cty27051","Grant County, MN",0.0309
"cty42057","Fulton County, PA",0.0309
"cty27097","Morrison County, MN",0.0308
"cty19161","Sac County, IA",0.0308
"cty31175","Valley County, NE",0.0308
"cty54091","Taylor County, WV",0.0307
"cty26051","Gladwin County, MI",0.0307
"cty55037","Florence County, WI",0.0307
"cty18109","Morgan County, IN",0.0307
"cty26119","Montmorency County, MI",0.0307
"cty17083","Jersey County, IL",0.0306
"cty17055","Franklin County, IL",0.0305
"cty17117","Macoupin County, IL",0.0304
"cty39117","Morrow County, OH",0.0303
"cty17129","Menard County, IL",0.0303
"cty31087","Hitchcock County, NE",0.0303
"cty55123","Vernon County, WI",0.0302
"cty26141","Presque Isle County, MI",0.0302
"cty18025","Crawford County, IN",0.0302
"cty27073","Lac qui Parle County, MN",0.0302
"cty26135","Oscoda County, MI",0.0301
"cty39037","Darke County, OH",0.0301
"cty46045","Edmunds County, SD",0.03
"cty38051","McIntosh County, ND",0.0299
"cty21181","Nicholas County, KY",0.0299
"cty38091","Steele County, ND",0.0299
"cty20141","Osborne County, KS",0.0298
"cty47173","Union County, TN",0.0298
"cty29186","Ste. Genevieve County, MO",0.0297
"cty46087","McCook County, SD",0.0297
"cty46107","Potter County, SD",0.0296
"cty39073","Hocking County, OH",0.0296
"cty23015","Lincoln County, ME",0.0296
"cty47013","Campbell County, TN",0.0296
"cty30109","Wibaux County, MT",0.0295
"cty18143","Scott County, IN",0.0294
"cty38081","Sargent County, ND",0.0293
"cty17133","Monroe County, IL",0.0293
"cty26001","Alcona County, MI",0.0293
"cty19019","Buchanan County, IA",0.0293
"cty39001","Adams County, OH",0.0293
"cty17059","Gallatin County, IL",0.029
"cty21139","Livingston County, KY",0.029
"cty54063","Monroe County, WV",0.029
"cty31125","Nance County, NE",0.0289
"cty46097","Miner County, SD",0.0289
"cty31169","Thayer County, NE",0.0289
"cty29125","Maries County, MO",0.0288
"cty38037","Grant County, ND",0.0288
"cty39011","Auglaize County, OH",0.0288
"cty39105","Meigs County, OH",0.0287
"cty27041","Douglas County, MN",0.0287
"cty54077","Preston County, WV",0.0287
"cty47133","Overton County, TN",0.0286
"cty20063","Gove County, KS",0.0286
"cty42115","Susquehanna County, PA",0.0286
"cty27055","Houston County, MN",0.0286
"cty39015","Brown County, OH",0.0285
"cty21043","Carter County, KY",0.0285
"cty19121","Madison County, IA",0.0284
"cty18009","Blackford County, IN",0.0284
"cty27075","Lake County, MN",0.0283
"cty39135","Preble County, OH",0.028
"cty30045","Judith Basin County, MT",0.028
"cty17175","Stark County, IL",0.028
"cty55119","Taylor County, WI",0.028
"cty47061","Grundy County, TN",0.0279
"cty29087","Holt County, MO",0.0279
"cty17025","Clay County, IL",0.0279
"cty21023","Bracken County, KY",0.0279
"cty38075","Renville County, ND",0.0279
"cty31171","Thomas County, NE",0.0278
"cty18155","Switzerland County, IN",0.0278
"cty21197","Powell County, KY",0.0277
"cty29073","Gasconade County, MO",0.0277
"cty18021","Clay County, IN",0.0277
"cty20123","Mitchell County, KS",0.0276
"cty39019","Carroll County, OH",0.0275
"cty38087","Slope County, ND",0.0275
"cty54075","Pocahontas County, WV",0.0274
"cty18119","Owen County, IN",0.0274
"cty24023","Garrett County, MD",0.0272
"cty19109","Kossuth County, IA",0.0272
"cty17147","Piatt County, IL",0.0271
"cty19119","Lyon County, IA",0.0271
"cty17071","Henderson County, IL",0.027
"cty29129","Mercer County, MO",0.0269
"cty29205","Shelby County, MO",0.0268
"cty21055","Crittenden County, KY",0.0268
"cty54023","Grant County, WV",0.0267
"cty19003","Adams County, IA",0.0266
"cty17061","Greene County, IL",0.0266
"cty21149","McLean County, KY",0.0265
"cty19085","Harrison County, IA",0.0265
"cty29017","Bollinger County, MO",0.0264
"cty19011","Benton County, IA",0.0264
"cty17065","Hamilton County, IL",0.0264
"cty29061","Daviess County, MO",0.0263
"cty19089","Howard County, IA",0.0263
"cty18115","Ohio County, IN",0.0263
"cty42105","Potter County, PA",0.0262
"cty54051","Marshall County, WV",0.0261
"cty51167","Russell County, VA",0.0261
"cty19177","Van Buren County, IA",0.026
"cty30055","McCone County, MT",0.026
"cty20157","Republic County, KS",0.0259
"cty27069","Kittson County, MN",0.0259
"cty17067","Hancock County, IL",0.0258
"cty38019","Cavalier County, ND",0.0258
"cty54053","Mason County, WV",0.0258
"cty29227","Worth County, MO",0.0258
"cty46025","Clark County, SD",0.0257
"cty19093","Ida County, IA",0.0257
"cty18175","Washington County, IN",0.0256
"cty51169","Scott County, VA",0.0255
"cty47175","Van Buren County, TN",0.0252
"cty17125","Mason County, IL",0.0252
"cty29103","Knox County, MO",0.0252
"cty17023","Clark County, IL",0.0251
"cty46111","Sanborn County, SD",0.0251
"cty17191","Wayne County, IL",0.0251
"cty31063","Frontier County, NE",0.025
"cty27121","Pope County, MN",0.025
"cty54041","Lewis County, WV",0.0249
"cty27081","Lincoln County, MN",0.0249
"cty31061","Franklin County, NE",0.0248
"cty18055","Greene County, IN",0.0248
"cty19185","Wayne County, IA",0.0248
"cty21157","Marshall County, KY",0.0248
"cty42009","Bedford County, PA",0.0247
"cty17047","Edwards County, IL",0.0247
"cty39163","Vinton County, OH",0.0247
"cty19059","Dickinson County, IA",0.0247
"cty46021","Campbell County, SD",0.0246
"cty39127","Perry County, OH",0.0246
"cty21195","Pike County, KY",0.0245
"cty17193","White County, IL",0.0243
"cty47049","Fentress County, TN",0.0243
"cty55051","Iron County, WI",0.0243
"cty30011","Carter County, MT",0.0241
"cty21191","Pendleton County, KY",0.0239
"cty31115","Loup County, NE",0.0237
"cty42123","Warren County, PA",0.0236
"cty27045","Fillmore County, MN",0.0235
"cty31083","Harlan County, NE",0.0234
"cty18125","Pike County, IN",0.0234
"cty17045","Edgar County, IL",0.0234
"cty42005","Armstrong County, PA",0.0234
"cty31017","Brown County, NE",0.0232
"cty31139","Pierce County, NE",0.0231
"cty38029","Emmons County, ND",0.0231
"cty29171","Putnam County, MO",0.0229
"cty31075","Grant County, NE",0.0228
"cty19001","Adair County, IA",0.0228
"cty29005","Atchison County, MO",0.0227
"cty27011","Big Stone County, MN",0.0226
"cty29045","Clark County, MO",0.0226
"cty19051","Davis County, IA",0.0225
"cty47137","Pickett County, TN",0.0223
"cty31011","Boone County, NE",0.0222
"cty54035","Jackson County, WV",0.0222
"cty54109","Wyoming County, WV",0.0221
"cty18171","Warren County, IN",0.022
"cty46089","McPherson County, SD",0.022
"cty55091","Pepin County, WI",0.022
"cty21201","Robertson County, KY",0.0219
"cty21025","Breathitt County, KY",0.0218
"cty31027","Cedar County, NE",0.0218
"cty54007","Braxton County, WV",0.0218
"cty17139","Moultrie County, IL",0.0217
"cty18165","Vermillion County, IN",0.0216
"cty39111","Monroe County, OH",0.0216
"cty47067","Hancock County, TN",0.0214
"cty19107","Keokuk County, IA",0.0214
"cty38031","Foster County, ND",0.0212
"cty54013","Calhoun County, WV",0.0212
"cty19023","Butler County, IA",0.0212
"cty18047","Franklin County, IN",0.0211
"cty19075","Grundy County, IA",0.0211
"cty17035","Cumberland County, IL",0.0211
"cty54087","Roane County, WV",0.021
"cty21071","Floyd County, KY",0.021
"cty38045","LaMoure County, ND",0.0208
"cty54067","Nicholas County, WV",0.0208
"cty42065","Jefferson County, PA",0.0207
"cty19025","Calhoun County, IA",0.0207
"cty31091","Hooker County, NE",0.0204
"cty31117","McPherson County, NE",0.0204
"cty17171","Scott County, IL",0.0204
"cty21119","Knott County, KY",0.0202
"cty21189","Owsley County, KY",0.0202
"cty18101","Martin County, IN",0.0202
"cty19055","Delaware County, IA",0.02
"cty19117","Lucas County, IA",0.02
"cty29075","Gentry County, MO",0.0199
"cty17173","Shelby County, IL",0.0197
"cty19131","Mitchell County, IA",0.0197
"cty42023","Cameron County, PA",0.0197
"cty30051","Liberty County, MT",0.0197
"cty31183","Wheeler County, NE",0.0196
"cty21115","Johnson County, KY",0.0195
"cty47151","Scott County, TN",0.0195
"cty42047","Elk County, PA",0.0188
"cty17079","Jasper County, IL",0.0187
"cty54105","Wirt County, WV",0.0187
"cty21203","Rockcastle County, KY",0.0185
"cty46059","Hand County, SD",0.0184
"cty19009","Audubon County, IA",0.0183
"cty54099","Wayne County, WV",0.0182
"cty26083","Keweenaw County, MI",0.0181
"cty21065","Estill County, KY",0.0181
"cty38047","Logan County, ND",0.0181
"cty31163","Sherman County, NE",0.0181
"cty54101","Webster County, WV",0.018
"cty39075","Holmes County, OH",0.0179
"cty29197","Schuyler County, MO",0.0176
"cty21127","Lawrence County, KY",0.0175
"cty17013","Calhoun County, IL",0.0173
"cty46049","Faulk County, SD",0.0173
"cty29199","Scotland County, MO",0.0171
"cty21153","Magoffin County, KY",0.017
"cty51045","Craig County, VA",0.0168
"cty54085","Ritchie County, WV",0.0167
"cty54005","Boone County, WV",0.0166
"cty54093","Tucker County, WV",0.0164
"cty21133","Letcher County, KY",0.0163
"cty30069","Petroleum County, MT",0.0162
"cty29151","Osage County, MO",0.0161
"cty54103","Wetzel County, WV",0.0159
"cty51091","Highland County, VA",0.0159
"cty51051","Dickenson County, VA",0.0159
"cty21135","Lewis County, KY",0.0159
"cty30033","Garfield County, MT",0.0158
"cty31149","Rock County, NE",0.0157
"cty46061","Hanson County, SD",0.0156
"cty21237","Wolfe County, KY",0.0155
"cty38007","Billings County, ND",0.0153
"cty38103","Wells County, ND",0.0152
"cty54015","Clay County, WV",0.0152
"cty54095","Tyler County, WV",0.0149
"cty21109","Jackson County, KY",0.0145
"cty21131","Leslie County, KY",0.014
"cty38039","Griggs County, ND",0.0136
"cty54043","Lincoln County, WV",0.0132
"cty31071","Garfield County, NE",0.0132
"cty31103","Keya Paha County, NE",0.0109
"cty31009","Blaine County, NE",0.0084
"cty02158","Kusilvak Census Area, AK",
